judul,tanggal,sentimen
"Tito Karnavian Jadi Pengganti Mahfud MD, Segini Hartanya",2024/02/02,netral
"Produk Ramah Lingkungan Jadi Primadona, Begini Prospek Sahamnya",2024/02/02,netral
"JSKY Potensi Delisting, Sahamnya Banyak Dipegang Kejagung & Mirae",2024/02/02,negatif
"IHSG Jadi Happy Weekend, 2 Saham Bank Jumbo Ini Jadi Penopangnya",2024/02/02,positif
"Korban Wanaartha Dibayar Februari 2024, Ini Syaratnya",2024/02/02,netral
"Rupiah Menguat Enam Hari Beruntun, Dolar Jadi Rp 15.655",2024/02/02,positif
"Bidik Pertumbuhan Kredit 11-12%, Ini Strategi BRI di 2024",2024/02/02,positif
"Potensi Delisting, HOTL Punya Banyak Tato dari BEI",2024/02/02,negatif
"Dorong Literasi dan Inklusi Keuangan, OJK Gandeng Prakerja",2024/02/02,positif
"Vonny Ernita Susamto CEO Baru Tokopedia, Ini Profilnya",2024/02/02,netral
"Gurita Bisnis Raffi Ahmad, RANS Punya Valuasi Rp 3 T & Berencana IPO",2024/02/02,positif
"CEO Mundur, OJK Beberkan Perkembangan Pemeriksaan Investree",2024/02/02,negatif
Ini Dia Bank Penguasa Duit Warga RI,2024/02/02,netral
Bos OJK: Ingat Camilan Sebelum Ajukan Pinjaman ke P2P Lending,2024/02/02,netral
Saat Bos OJK Jadi Emergency Contact dan Ditagih Tunggakan Paylater,2024/02/02,netral
"Simak! Ini Saldo Minimum BCA, Bank Mandiri, BNI, dan BRI",2024/02/02,netral
Kisah Raja Ritel RI Menyerah Kepada Keluarga Riady,2024/02/02,netral
"Breaking! Rupiah Perkasa, Dolar Sentuh Rp15.675",2024/02/02,positif
Sosok 3 Raja Debt Collector Indonesia yang Jadi Sorotan Publik,2024/02/03,netral
Kisah Kejayaan Raja Ritel RI Jatuh ke Tangan Lippo,2024/02/03,netral
Kisah Buruh Pabrik Kini Jadi Ratu Properti Berharta Rp 17 Triliun,2024/02/03,netral
"Segini Gaji Kades dan Sekdes di RI, Anda Minat?",2024/02/03,netral
"Jeff Bezos Mau Jual Rp 133 Triliun Saham Amazon, Buat Apa?",2024/02/03,netral
"Terusir dari RI, Pria Ini Balas Dendam Jadi Raja Hotel Dunia",2024/02/03,netral
"Harga Emas Sepekan, Mending Beli atau Jual?",2024/02/03,netral
"4 Tokoh Kunci Ekonomi RI Bertemu, Rupiah Melesat 1,01% Sepekan",2024/02/03,positif
Ini Deretan Saham Top Gainers & Loser Pekan Ini,2024/02/03,netral
Ini Sosok Pengacara yang Sukses Bikin Elon Musk Boncos Rp 852 T,2024/02/03,netral
"Asing Rajin Tanam Modal ke RI, IHSG Melesat 1,42% Pekan Ini",2024/02/03,positif
"Mundur Dari Komut Pertamina Demi Dukung Ganjar, Ahok Lepas Gaji Segini",2024/02/03,netral
"Sosok Titiek Soeharto, Mantan Istri Prabowo Berharta Rp 592 Miliar",2024/02/03,netral
Lo Kheng Hong Blak-Blakan Sebut Kebiasaan Ini Bikin Warga RI Miskin,2024/02/03,netral
"Bahlil Sebut Sosok Ini Mau Jual Negara, Sindir Tom Lembong?",2024/02/03,netral
"6 Multifinance Gugur Tahun Lalu, 8 Sisanya Tinggal Menghitung Waktu",2024/02/04,negatif
"Teka-teki Emas 57 Ton Milik Sukarno dari Presiden AS, Ini Faktanya",2024/02/04,netral
"Kebiasaan Ini Bikin Orang Susah Kaya, Kamu Punya?",2024/02/04,netral
"Mundur Dari Komut Pertamina Demi Dukung Ganjar, Ahok Lepas Gaji Segini",2024/02/04,netral
"Jadi Presiden Dua Periode, Segini Uang Pensiun Jokowi",2024/02/04,netral
"Usai Terbang Pekan Lalu, Wall Street Kebakaran Hari Ini",2024/02/05,negatif
Joss! Unilever Raih Penghargaan Super FMCG Brand dari Shopee,2024/02/05,positif
"Ketahuan Cuci Uang Perusahaan Iran, Saham Bank Raksasa Eropa Ambruk",2024/02/05,negatif
Perusahaan Tambang Bill Gates Temukan Harta Karun Raksasa di Afrika,2024/02/05,netral
Tok! Bos Samsung Electronics Bebas Dari Tuduhan Rekayasa Merger,2024/02/05,netral
"PTPP Raih Kontrak Baru Senilai Rp 3,5 T di Januari 2024",2024/02/05,positif
"Bank Bangkrut RI Tambah Satu Lagi, Kali Ini di Surakarta",2024/02/05,negatif
"Gegara 7 Saham Big Cap Ini, IHSG Terkapar ke 7.100-an Lagi",2024/02/05,negatif
"Pekerja Keuangan Ini Kena Tipu Rp392 M, Pelaku Pakai Deepfake",2024/02/05,negatif
"Pasar Logam Suram, Nikel Kebanggaan Jokowi Terperosok Paling Dalam",2024/02/05,negatif
"Pertumbuhan Ekonomi RI Melambat, Rupiah Melemah ke Rp15.700/US$",2024/02/05,negatif
"Awas, Ini Ciri-Ciri ATM Dipasang Jebakan Penipuan",2024/02/05,netral
Ini Dia Bocoran Harga Emas di 2024 dari Bos Freeport,2024/02/05,netral
"Bank Dunia Kasih Rp 1,3 Triliun ke RI, Anak Buah Jokowi Mau Bikin Ini",2024/02/05,positif
Bos Danareksa Buka-Bukaan Soal Aksi Korporasi Jelang Pencoblosan,2024/02/05,netral
"Dituduh Cuci Uang Ratusan Miliar, Ini Respons Mengejutkan Raffi Ahmad",2024/02/05,netral
"8 Multifinance ""Menghitung Hari"", 6 Sudah Gugur Tahun Lalu",2024/02/05,negatif
"Mau Bangun Pabrik di RI, Produsen Baterai Tesla Cuan Jumbo",2024/02/05,positif
Ini Modus Pencucian Uang Paling Populer di Indonesia,2024/02/05,netral
"Bursa Wall Street Bangkit Lagi, Kinerja Keuangan Perusahaan Kinclong",2024/02/06,positif
"Harga Penawaran Rp 240/Saham, Analis Sebut UNTD Prospektif",2024/02/06,netral
Mantap! Pembiayaan Berkelanjutan BRI Tembus Rp 777 Triliun,2024/02/06,positif
Gokil! Hari Ini Saham BBRI Sempat Sentuh Rekor Baru Rp 5.900,2024/02/06,positif
Induk FamilyMart Putus Kerja Sama dengan Israel Imbas Seruan Boikot,2024/02/06,negatif
"Pemilu Diperkirakan Bakal Dua Putaran, Begini Respons Investor",2024/02/06,netral
Ini Update Pegadaian Soal Pengembangan Bisnis Bullion Service,2024/02/06,netral
Asuransi Anak Usaha Pertamina (TUGU) Dicap Kuat Oleh AS,2024/02/07,netral
"Menang PKPU Lawan Budi Said, Tato M Antam Bakal Dicabut Bursa",2024/02/07,negatif
"Menang Gugatan PKPU Lawan Budi Said, Ini Penjelasan Pengacara Antam",2024/02/07,netral
"Melantai di BEI, UNTD Kian Optimis Raih Pertumbuhan Bisnis",2024/02/07,positif
"Kasus Impor Gula, Kejagung Periksa 2 Pejabat Bea Cukai",2024/02/07,negatif
"Angin Segar Kepemimpinan UNVR, Mengenal Benjie Yap Lebih Dekat",2024/02/07,positif
OJK Buka Suara Soal Bank Banten Dibobol Karyawan Sendiri Buat Judol,2024/02/07,negatif
"Indosat Mau Ekspansi ke Indonesia Timur, Siapkan Duit Segini",2024/02/07,netral
"Laba Rp 4,8 T di 2023, UNVR Konsisten Tumbuh Bersama Indonesia",2024/02/07,positif
"Investor Reksa Dana RI Naik 18,87%, Usia Di bawah 30 Tahun Mendominasi",2024/02/07,positif
"Ada Gangguan Digital, Gaji CEO DBS Dipotong 30%",2024/02/07,negatif
"Soal BUMN Jadi Koperasi, Wamen Tiko Buka Suara",2024/02/07,netral
"Layanan Digital Eror, Bonus Bos Bank DBS Dipotong Rp 64,77 M",2024/02/07,negatif
Bank Raya Bawa Solusi Ini Bagi Para Pelaku Usaha Lokal,2024/02/07,positif
"Mantap! Tumbuh 10,7%, Kredit UMKM BRI Tembus Rp 1.068,7 T di 2023",2024/02/07,positif
"Gegara 7 Saham Big Cap Ini, IHSG Gagal Hepi Jelang Libur Panjang",2024/02/07,negatif
"Sehari Saham Bank Mandiri Cetak Rekor 2 Kali, Ditutup di Rp 6.950",2024/02/07,positif
Hati-Hati! SLIK atau BI Checking Jelek Bisa Bikin Susah Cari Kerja,2024/02/07,netral
"BI Pastikan RI Punya Cadangan Devisa Kuat, Dolar Turun ke Rp15.630",2024/02/07,positif
"Terbaru! Ini Biaya Admin dan Saldo Minimum BCA, Mandiri, BNI dan BRI",2024/02/08,netral
"Terusir dari RI, Pria ini Malah Jadi Raja Hotel Dunia",2024/02/08,netral
J Trust Bank Siap Berperan Aktif Dukung Transaksi Digital,2024/02/08,positif
"Intip Dividen BBRI, BMRI, BBNI, BBTN 5 Tahun Terakhir, Siapa Terbesar?",2024/02/08,netral
"Pencalonan Gibran Bikin Ipar Jokowi Langgar Etik, Ini Respons Luhut",2024/02/08,negatif
"Siap-Siap, BUMN Buka Loker Gede-Gedean di Maret 2024",2024/02/08,positif
"Turun Gunung, Ini Gurita Bisnis Pangeran Cendana Darma Mangkuluhur",2024/02/08,netral
"BCA Setop Layanan m-BCA SIM Card, Ada Apa?",2024/02/09,netral
"Israel Tolak Tawaran Gencatan Senjata, Harga Minyak Dunia Jadi Begini",2024/02/09,negatif
"Fokus Jelang Imlek - The Fed Hawkish, Mata Uang Asia Loyo!",2024/02/09,negatif
"Jelang Imlek Transaksi Justru Sepi, Bursa Asia Bergerak Lesu!",2024/02/09,negatif
"Ini Dia 5 Raja Tambang Batu Bara di RI, Hartanya 'Unlimited'",2024/02/10,netral
"WIKA Bangun Jalan Tol di IKN, Dapat Porsi Rp 1,2 Triliun",2024/02/10,positif
"Segera Lengser, Segini Duit Pensiun Jokowi",2024/02/10,netral
BRI Targetkan Penyaluran 20.000 Unit KPR FLPP di 2024,2024/02/10,positif
Ini Kebiasaan Warga RI yang Bisa Bikin Miskin Menurut Lo Kheng Hong,2024/02/10,netral
Cerita Robohnya Kerajaan Bisnis Salim Usai Berjaya 3 Dekade,2024/02/11,netral
"Kisah Crazy Rich RI Tempo Dulu, Jual Es Batu Punya Harta Triliunan",2024/02/11,netral
Kisah Crazy Rich Aceh Sumbang 8 Kg Emas Buat Monas Hingga Bangkrut,2024/02/11,netral
"4 Raja Media RI Bertarung Politik, Siapa yang Paling Kaya?",2024/02/11,netral
Mesin Uang Orang Terkaya Israel Ternyata Populer di RI,2024/02/11,netral
"Kerja 5 Tahun, DPR Dapat Uang Pensiun Segini Seumur Hidup",2024/02/11,netral
"BCA Setop Layanan M-BCA SIM Card, Nasabah Diminta Lakukan Ini",2024/02/11,netral
"Masa Tugas Presiden Jokowi Kelar Oktober 2024, Segini Uang Pensiunnya",2024/02/11,netral
Ngeri! Robert Kiyosaki Ramal AS Bakal Jadi Negara Termiskin,2024/02/11,netral
"Lo Kheng Hong Blak-blakan Menabung Bikin Miskin, Kok Bisa?",2024/02/11,netral
Nah! Ini Rangkuman Pergerakan IHSG Sepekan,2024/02/11,netral
Wajib Dipantau! Begini Gerak Harga Emas Antam & Global Sepekan,2024/02/11,netral
Duh! L'Oreal Kena Efek Perlambatan China,2024/02/11,negatif
"Jelang Akhir Masa Jabatan, Ini Ketakutan Jokowi",2024/02/12,negatif
"Mantap! Cetak Rekor Baru, Saham BBRI Diprediksi ke Rp 7.100",2024/02/12,positif
"Home Credit Salurkan Pembiayaan Rp9,3 T Sepanjang 2023",2024/02/12,positif
"IHSG Nyaris Sentuh 7.300-an, Digendong BBRI & BMRI",2024/02/12,positif
Erick Thohir Targetkan Kredit Ultramikro Bisa Jangkau 20 Juta Nasabah,2024/02/12,positif
"Data Inflasi AS Dinanti Pasar, Dolar Ditutup Kuat Rp15.590",2024/02/12,negatif
BTN Bakal Luncurkan Pay Later di Semester I-2024,2024/02/12,netral
"Laba Vale (INCO) Melonjak 36,89%, Nasib Divestasi Sahamnya Gimana?",2024/02/12,positif
Erick Bakal Lapor 2 Dapen BUMN Diduga Korupsi ke Kejagung Pekan Ini,2024/02/13,negatif
Erick Thohir Targetkan Dividen BUMN Tembus Rp 85 Triliun,2024/02/13,positif
"Garap Tol Kediri, Gudang Garam (GGRM) Bikin Anak Usaha Baru Rp3,5 T",2024/02/13,positif
"Wakil Menteri BUMN: Peruri Jadi GovTech, Ini 2 Tugas Utamanya",2024/02/13,netral
Waspada Penipuan Baru! Modusnya Menggiurkan,2024/02/13,negatif
Penerbitan Obligasi Korporasi Diprediksi Capai Rp155 T di 2024,2024/02/13,positif
"Pilih Prabowo, Ini Ramalan Boy Thohir Soal Pasar Modal RI",2024/02/14,netral
"Hashim Djojohadikusumo Ditanya Soal Prabowo Menang, Begini Responsnya",2024/02/14,netral
Ini Pengusaha Pertama yang Kirim Karangan Bunga Selamat ke Prabowo,2024/02/14,netral
"Typo Kinerja Kelebihan Satu 0, Saham Grab-Gojek AS Melesat 60% Sehari",2024/02/14,positif
"Quick Count 15:10: Prabowo-Gibran Unggul di 60%, Ganjar-Mahfud Buncit",2024/02/14,netral
Ini Alasan Boy Thohir Yakin Besok Pasar Modal RI Bakal Happy,2024/02/14,netral
Pesan Airlangga untuk Presiden Baru: Dunia Tidak Baik-Baik Saja,2024/02/14,netral
Putra Mahkota Konglomerat Bisnis Raksasa Ajak Warga Gunakan Hak Pilih,2024/02/14,netral
Boy Thohir: Pemilu RI Bisa Jadi Contoh Bagi Negara Lain,2024/02/14,netral
"Wall Street Dibuka Beragam, Data Penjualan Retail Di Bawah Ekspektasi!",2024/02/15,negatif
Ini Alasan Investor Asing Kepincut Investasi di Pasar Modal RI,2024/02/15,netral
"Maret, BCA, Mandiri, BRI, BNI, BTN Umumkan Dividen, Siapa Paling Gede?",2024/02/15,netral
"Lewat Holding Ultra Mikro, Segmen Ini Jadi Motor Pertumbuhan BRI",2024/02/15,positif
"Nasib Rupiah, Bursa & BI Rate Setelah Prabowo Ungguli Anies & Ganjar",2024/02/15,netral
"Jadi First Mover ESG, BRI Salurkan Kredit Hijau & Bibit Pohon",2024/02/15,positif
BEI Pede Transaksi Investor Melesat di 2024,2024/02/15,positif
"Disebut Jadi Calon Ibu Negara, Segini Harta Titiek Soeharto",2024/02/15,netral
"Saham BBRI BBNI BMRI Cetak Rekor Lagi, Gegara Pilpres Bakal 1 Putaran?",2024/02/15,positif
"Bukan Cuma Lending, Masyarakat RI Juga Butuh Nabung",2024/02/15,netral
"7 Saham Ini Topang IHSG Naik 1,3%, Ketiban Efek Prabowo?",2024/02/15,positif
Market Wajib Tahu! Bos BRI Blak-Blakan Tantangan 2024,2024/02/15,netral
"Sektor Ini Disebut Jadi Primadona Tahun Ini, Apa Saja?",2024/02/15,netral
"Bank Permata (BNLI) Raup Laba Rp2,58 T di 2023, Naik 28%",2024/02/15,positif
BEI Sebut Minat Investor Asing Tetap Besar di Pasar Modal Indonesia,2024/02/15,netral
"Data Neraca Dagang Tak Sesuai Harapan, Rupiah Keok Dolar Jadi Rp15.615",2024/02/15,negatif
Bos BEI Buka-bukaan Efek ESG Hingga Pemilu ke Pasar Modal,2024/02/15,netral
"Bursa Buka Gembok Saham TELE, Obligasinya Sudah Dibayar?",2024/02/16,netral
LPS Siap Bayar Simpanan Nasabah BPR Pasar Bhakti Sidoarjo,2024/02/16,netral
Emiten Suami Puan (CBRE) Targetkan Lonjakan Pendapatan 3 Kali Lipat,2024/02/16,positif
Pelunasan Pokok Surat Utang WIKA Diperpanjang,2024/02/16,netral
"Uhui! Komeng Nyaleg, Segini Gaji & Tunjangan Kalau Lolos Jadi DPD",2024/02/16,netral
"IHSG Masih Sumringah, 2 Saham Prajogo Jadi Penopangnya",2024/02/16,positif
Kolaborasi KB Bukopin dan Pemkot Batam Bikin BBM Subsidi Makin Efisien,2024/02/16,positif
"Harga Batu Bara Menguat, Analis Rekomendasi 'Buy' Saham BUMI",2024/02/16,positif
"Hary Tanoe dan Keluarga Kemungkinan Gagal ke DPR, Ini Ceritanya",2024/02/16,netral
Kebiasaan Warga RI yang Bisa Bikin Miskin Menurut Lo Kheng Hong,2024/02/17,netral
"Prabowo Kasih Makan Siang Gratis, Deretan Saham Ini Siap Banjir Cuan",2024/02/17,positif
"Kisah Pembantu Pakai Gaji Buat Beli Saham, Hasilnya Tak Disangka",2024/02/17,netral
"Kerja 5 Tahun, Ternyata DPR Dapat Uang Pensiun Segini Seumur Hidup",2024/02/17,netral
Jangan Kaget! Tahun Ini Pemerintah AS Bayar Bunga Pinjaman Rp 13.500 T,2024/02/17,netral
"Harta Kekayaan 7 Presiden RI, Siapa Paling Miskin?",2024/02/18,netral
Teka-Teki Emas 57 Ton Milik Soekarno di Swiss Akhirnya Terungkap,2024/02/18,netral
Ternyata Ini Ketakutan Jokowi di Ujung Masa Jabatan Presiden RI,2024/02/18,negatif
"Program Makan Gratis Prabowo-Gibran Butuh Rp 460 T, Ini Sumber Dananya",2024/02/18,netral
Cek Duit Pensiun Jokowi Lepas Jabatan Presiden RI Tahun Ini,2024/02/18,netral
Kisah Raja Kain di Era Soeharto Kini Longsor Tertimbun Utang,2024/02/18,netral
Simak Arah Kebijakan OJK dalam Menjaga Stabilitas Jasa Keuangan,2024/02/19,netral
"BEI Targetkan 96 Pengguna Jasa Karbon di 2024, Ini Strateginya",2024/02/19,positif
"Top! Dalam 5 Tahun BRI Setor Rp 149,2T ke Negara Lewat Pajak & Dividen",2024/02/19,positif
BEI: Pemilu 1 Putaran Tak Pengaruhi Penambahan Investor Bursa,2024/02/19,netral
"J Trust Bank Siap Pacu Kredit Ritel, Ini Alasannya",2024/02/19,positif
"Kehabisan Bahan Bakar, Wall Street Dibuka Merah",2024/02/20,negatif
Simak! Ini 3 Prioritas Arah kebijakan OJK di Sektor Jasa Keuangan,2024/02/20,netral
"Realisasi Tak Optimal, AJB Bumiputera 1912 Revisi RPK",2024/02/20,negatif
OJK Luncurkan Taksonomi Keuangan Berkelanjutan Indonesia,2024/02/20,netral
Ada Bocoran 3-4 Bank Swasta Mau Spinoff & Merger Bank Syariah Jumbo,2024/02/20,netral
OJK Optimis Kinerja Positif Sektor Jasa Keuangan Berlanjut,2024/02/20,positif
"Transaksi Bursa Karbon Hingga 16 Februari 2024 Capai Rp 31,36 M",2024/02/20,positif
"OJK Siapkan 4 Peraturan PPDP, Termasuk Dapen Wajib",2024/02/20,netral
"Bank di Purworejo Ditutup OJK, Jadi yang Kelima Tahun Ini",2024/02/20,negatif
Ini Cara OJK Perkuat Integritas dan Tata Kelola Pengawasan,2024/02/20,positif
"IHSG Cuma Ngegas 2 Hari Pasca Pemilu, BEI Ungkap Alasannya",2024/02/20,netral
"Saham BRI Cetak Rekor Lagi di Rp 6.300, Kapitalisasi Dekati Rp 1.000 T",2024/02/20,positif
"Saham BNI Cetak Rekor Lagi, Ditutup Kuat di Level Rp 6.025",2024/02/20,positif
"IHSG Balik Lagi Ke 7.300-an, 3 Saham Bank Jumbo Jadi Penopangnya",2024/02/20,positif
Ini Kata LPS Soal BPR Melantai di Bursa,2024/02/20,netral
"Bos OJK: Pemilu Justru Dongkrak IHSG, Ini Buktinya",2024/02/20,positif
OJK: Tren Positif Industri Keuangan Berlanjut Tahun Ini,2024/02/20,positif
"Restrukturisasi Kredit COVID-19 Berakhir, BRI Siapkan Strategi Ini",2024/02/20,netral
"Siap-Siap, Koperasi Open Loop Segera Diawasi OJK",2024/02/20,netral
"China Pangkas Suku Bunga Dahului The Fed, Pasar Saham Bersorak",2024/02/20,positif
"Jelang Pengumuman Suku Bunga BI, Dolar Menguat ke Rp15.655",2024/02/20,negatif
"Banyak yang Tutup, Bos OJK Blak-blakan Soal Nasib BPR ke Depan",2024/02/20,netral
"Premi Asuransi RI Tembus Rp 320,88 T, Umum Naik, Jiwa Turun",2024/02/20,netral
OJK Kasih Sinyal Lampu Hijau Merger BTN Syariah & Bank Muamalat,2024/02/20,netral
"Pinjol Ilegal Menjamur, OJK Hentikan 2.288 Aktivitas Keuangan Ilegal",2024/02/20,positif
"Investor Siap-siap! Ada 59 Calon Emiten IPO Tahun Ini, Cari Rp 50 T",2024/02/20,positif
IHSG Happy! Asing Kompak Borong Rp 20 Triliun Saham Emiten RI,2024/02/20,positif
"Jokowi Ucapkan Terima Kasih ke Bos-Bos Keuangan RI, Ini Alasannya",2024/02/20,netral
Harga Divestasi Vale Rp3.000-an/Saham? Ini Kata Erick Thohir,2024/02/20,netral
"Ditjen Pajak Terima Setoran Google & Netflix Cs Rp17,4 T",2024/02/20,positif
"Likuditas Terjaga, OJK Optimis dengan Pertumbuhan Ekonomi RI",2024/02/20,positif
"Jokowi Ungkap Situasi Ekonomi RI Terkini, Minta Semua Waspada!",2024/02/20,netral
"CIMB Niaga Buyback 202.000 Saham, Ini Waktu Pembeliannya",2024/02/20,positif
Bos OJK: Pemilu Momentum Lembaga Keuangan Lari Cepat hingga Akhir 2024,2024/02/20,positif
"Target OJK 2024: Kredit Bank Tumbuh 9%-11%, DPK 6%-8%",2024/02/20,positif
Jokowi ke Bankir & Investor: Politik Dalam Negeri RI Stabil!,2024/02/20,netral
Bos OJK: Investor Pasar Modal RI Naik 5 Kali Lipat,2024/02/20,positif
Jokowi: Habis Pemilu Arus Modal Masuk RI Bakal Makin Gede,2024/02/20,positif
"Raksasa Makanan Sehat Singapura Masuk Pasar RI, Ini Targetnya",2024/02/20,positif
"Bank AS Capital One Caplok 2 Perusahaan Kartu Kredit Rp 54,78 T",2024/02/20,positif
"Sejarah! Uber Cetak Laba 2023 Rp 30 T, Akankah GOTO Menyusul?",2024/02/20,positif
Cerita Perusahaan Terbesar di Dunia Tebar Dividen Malah Jadi Petaka,2024/02/20,netral
"Rapat Dewan Gubernur BI Dimulai, Dolar Menguat Jadi Rp15.630",2024/02/20,negatif
"Ramai Investor 'Kabur' dari China ke Negara Asia Ini, Bukan RI Tapi...",2024/02/20,negatif
"Jelang Pengumuman Suku Bunga Bank Sentral China, Bursa Asia Loyo",2024/02/20,negatif
"Timur Tengah Membara, Harga Minyak Dunia Kembali Panas",2024/02/20,negatif
"Pertemuan Bank Indonesia Dimulai, Akankah Mendongkrak Rupiah Hari Ini?",2024/02/20,netral
"ETF Bitcoin Spot Raup US$2,4 Miliar, Kripto Mayoritas Naik",2024/02/20,positif
Wall Street Kembali Melemah Menjelang FOMC Minutes,2024/02/21,negatif
"Sambangi ITB, Bos BNI Kasih Wejangan Pentingnya Jadi Wirausaha",2024/02/21,netral
"RI Makin Gencar Tinggalkan Dolar AS, Ini Data Terbaru BI",2024/02/21,netral
Wah! Uang Beredar Selama Pemilu di RI Tembus Rp67 T,2024/02/21,netral
Jemaah Sabar! Aktivasi QRIS Arab Saudi Setelah UEA,2024/02/21,netral
"Lewat BI, RI Kebanjiran Dolar dari Investor di Awal Tahun",2024/02/21,positif
"Bocoran OJK Soal Akuisisi Multifinance, Nilainya Capai Rp 13,8 T",2024/02/21,netral
Stok Kurang! Harga Beras di Kalteng Tembus Rp18.800/Kg,2024/02/21,negatif
"Peringatan Kesekian, Buron Asuransi Wanaartha Diminta Kembali ke RI",2024/02/21,netral
Begini Kondisi Likuiditas Bank Awal 2024,2024/02/21,netral
"IHSG Berhasil Pangkas Koreksi, Tapi 6 Saham Ini Tetap Jadi Beban",2024/02/21,negatif
"BNI Bangun Gedung Baru Senilai Rp 1,4 T di PIK 2",2024/02/21,positif
"Ditanya Bursa Soal Harga Divestasi Vale, Manajemen Buka Suara",2024/02/21,netral
"Genjot Bisnis SME, BSI Permudah Akses Pembiayaan Syariah ke UKM",2024/02/21,positif
"Aturan Baru dari OJK Buat P2P Lending, Berlaku 1 Juli 2024",2024/02/21,netral
Simak! Keputusan Lengkap BI Tahan Suku Bunga Acuan 6%,2024/02/21,netral
BI Ungkap Alasan Bank Ramai-ramai Alihkan Surat Berharga Jadi Kredit,2024/02/21,netral
"BI Tahan Suku Bunga di 6%, Rupiah Naik ke Rp15.630/US$",2024/02/21,positif
BI Siap Sinergi dengan Presiden Terpilih 2024,2024/02/21,netral
Ini Alasan Bursa Saham Jepang Tahan Banting Saat Ekonominya Lesu,2024/02/21,netral
"Ada Isu Resesi Global, Ini Hasil Stress Test Bank di RI",2024/02/21,netral
"AS & India Diramal Cerah, RI Bakal Ketiban Untung",2024/02/21,positif
"Uang Beredar Tembus Rp1.000 T, BI Janji Rupiah Aman di Ramadan-Lebaran",2024/02/21,netral
"BI: Pertumbuhan Kredit Capai 11,83% per Januari 2024",2024/02/21,positif
"Tok! BI Rate Tetap di 6%, Ini Alasannya",2024/02/21,netral
Bos BI Bocorkan Syarat Ekonomi RI Tumbuh di Atas 5% Tahun Ini,2024/02/21,netral
Bos BI: Rupiah Ada Kecenderungan Menguat!,2024/02/21,positif
"Awas! Dolar Makin Perkasa, Asing Bisa Kabur dari RI Cs",2024/02/21,negatif
"Bunga Fintech Turun, AFPI: Target Pertumbuhan Kredit 2024 Melambat",2024/02/21,negatif
"Saham Nvidia Topang Indeks AS, Wall Street Terbang",2024/02/22,positif
"Jokowi Happy Kredit Mekaar di Sulsel Tembus Rp 6,8 Triliun",2024/02/22,positif
"Bank RI Laris Manis! Investor Korea dan Jepang Antri, Ini Kata Bos OJK",2024/02/22,positif
OJK: Belum Ada IPO Perusahaan BUMN di BEI Tahun Ini,2024/02/22,netral
"Punya Holding Ultra Mikro, Saham BRI Diprediksi Akan Terus Cetak Rekor",2024/02/22,positif
Bos OJK Buka Suara Soal Asuransi Kendaraan Listrik,2024/02/22,netral
"IHSG Gagal Nanjak, 8 Saham Ini Jadi Beban",2024/02/22,negatif
"BSD Klaim Penjualan Rumah di Balikpapan Meningkat, Efek Proyek IKN?",2024/02/22,positif
Ini Trik Bank Mega Genjot Bisnis Konsumer di 2024,2024/02/23,positif
"Ekonomi AS Diramal Melambat, Tak Akan Resesi Kayak Jepang",2024/02/23,netral
Jokowi Ingatkan Nasabah PNM Mekaar Nyicil Tepat Waktu,2024/02/23,netral
"BI 'Cautious Optimism' Hadapi Kengerian Global, Apa Artinya?",2024/02/23,netral
"Rupiah Loyo, Tapi Tak Seburuk Thailand",2024/02/23,negatif
"Mega Travel Fair Datang Lagi, Simak Deretan Promo Menariknya",2024/02/23,netral
"Target April 2024, Begini Update Migrasi Sistem TikTok ke Tokopedia",2024/02/23,netral
"2 Direksi Temas (TMAS) Resign, Ada Apa?",2024/02/23,negatif
"IHSG Turun 0,61%, Diwarnai Aksi Profit Taking Setelah Pemilu",2024/02/23,negatif
"Kejagung Kebut Perkara Budi Said, Periksa 3 Saksi Ini",2024/02/23,netral
OJK Minta Bank Setop Penyaluran Kredit ke P2P Lending Gagal Bayar,2024/02/23,negatif
Waskita Rampungkan 2 Proyek Saluran Air Limbah di Makassar,2024/02/23,positif
"The Fed Beri Kabar Soal Suku Bunga, Dolar Menguat Tipis Jadi Rp15.590",2024/02/23,negatif
